"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.0383744412516877,1.35289932515738,0.0343475742939065,0.0356034955320567,4.34035621753359,0.0832716628627474,0.41061257660122,0.24866457161209
"2",0.120530287700662,14.8074050148981,0.134442824358844,0.0728762153776373,4.18914833382368,0.00766488536574352,0.00426749482865765,0.012429028207668
"3",0.0858186909615511,7.92606397499459,0.0329549922109564,0.185069814431598,1.47197785195316,0.0609975199605617,0.0788077718749568,0.231350749790115
"4",0.0116490267833661,4.51285382454526,0.0746164376680655,0.273501002247576,2.88214244288455,0.161260208241307,0.117246168851114,0.54144828674354
"5",0.170581502962914,4.31050064710191,0.111789299833291,0.135361704436041,0.42121119830982,0.72089727364346,0.0811055926176334,0.0376318122424586
"6",0.157208809744772,10.7852650441958,0.155717654480194,0.203841972608088,5.17028667141504,0.0332808149868667,0.0748111295064521,0.55177323620168
"7",0.079002405998481,4.7506964326349,0.183096552792166,0.079943494079325,3.11803466901957,0.0304159948878828,0.15916379837556,0.0430813991526677
"8",0.134090745955122,7.69966150282639,0.0100118392395376,0.104855969542479,0.291006193752873,0.0195335391836992,0.562255552220393,0.109354210823727
"9",0.137141808037787,12.1456471080542,0.196950753891508,0.229993484297004,0.192264131566616,0.0310441235554976,0.101476370465155,0.760882742202915
"10",0.132793358087149,23.0219139445034,0.136730349880699,0.0451107115618489,3.21861334430393,0.0777660916040546,0.333769884015872,0.347587975263208
"11",0.0199207603479269,28.2124151048621,0.363988608361485,0.0450179354112753,5.68427898057169,0.108031652693074,0.346275258212472,0.565099635406811
"12",0.045744727730555,3.37928621051137,0.0682209230692418,0.0236614770636238,3.39419017125496,0.10755143561139,0.936732335942012,0.3323233861213
"13",0.0696565586134647,2.22725085603568,0.305558704636953,0.0449733960307832,2.74076460970822,0.123790203188664,0.0662091745136821,0.177437522076488
"14",0.190112407935694,1.25965849995231,0.110938680725205,0.331868403742638,1.71544653885037,0.0250402927984604,0.701928139173225,0.0187381735107663
"15",0.00663184205356193,2.33419117330854,0.32207355123586,0.199540403016427,2.14965321717517,0.0778599933003004,0.0822705760386815,0.131489968996743
"16",0.0839830973407435,5.29032232787353,0.398004493615609,0.163499089782892,1.38362236671556,0.00212039627769937,0.0635917592328261,0.0756641457912118
